Company,Index Weight
HSBC HOLDINGS PLC,0.002282588046
TEXAS INSTRUMENT INC,0.002269206559
COMCAST CORP CLASS A,0.002219568042
ALIBABA GROUP HOLDING LTD,0.002172024248
CONOCOPHILLIPS,0.002161464045
INTERNATIONAL BUSINESS MACHINES CO,0.002158323737
SERVICENOW INC,0.002091306883
UNION PACIFIC CORP,0.002085456371
PHILIP MORRIS INTERNATIONAL INC,0.002063466918
AMERICAN EXPRESS,0.002059043278
RTX CORP,0.002048448401
AMGEN INC,0.002033611766
SIEMENS N AG,0.002029307403
PFIZER INC,0.002028360903
BHP GROUP LTD,0.002001965551
GOLDMAN SACHS GROUP INC,0.001966171515
ROYAL BANK OF CANADA,0.001912828875
NEXTERA ENERGY INC,0.001904516052
S&P GLOBAL INC,0.001899737597
INTEL CORPORATION CORP,0.001897536113
INTUITIVE SURGICAL INC,0.001869389466
LOWES COMPANIES INC,0.001852291402
UBER TECHNOLOGIES INC,0.001836753447
EATON PLC,0.001818508401
UNILEVER PLC,0.001810449001
HONEYWELL INTERNATIONAL INC,0.001795968337
MICRON TECHNOLOGY INC,0.001780206591
ELEVANCE HEALTH INC,0.001764024124
BOOKING HOLDINGS INC,0.001757393183
BP PLC,0.001739166602
COMMONWEALTH BANK OF AUSTRALIA,0.001731236058
PROGRESSIVE CORP,0.001718146699
LAM RESEARCH CORP,0.001712500209
SCHNEIDER ELECTRIC,0.00171150693
AT&T INC,0.001667775724
MORGAN STANLEY,0.001665540639
CITIGROUP INC,0.001663119112
STRYKER CORP,0.001618026435
NIKE INC CLASS B,0.00161059501
BLACKROCK INC,0.001596229437
ALLIANZ,0.001578221537
CHARLES SCHWAB CORP,0.001578085205
SANOFI SA,0.001550268264
LOREAL SA,0.001546622732
MITSUBISHI UFJ FINANCIAL GROUP INC,0.001544630246
TJX INC,0.00154015188
UNITED PARCEL SERVICE INC CLASS B,0.001506471131
DEERE,0.001504092224
TORONTO DOMINION,0.001493071626
MEDTRONIC PLC,0.001489767684
BOSTON SCIENTIFIC CORP,0.001489595204
TOKYO ELECTRON LTD,0.001476503734
RELIANCE INDUSTRIES LTD,0.001476194647
SONY GROUP CORP,0.001465418908
CIGNA,0.001457918082
VERTEX PHARMACEUTICALS INC,0.001446474496
LOCKHEED MARTIN CORP,0.001444345901
LAIR LIQUIDE SOCIETE ANONYME POUR,0.001421709903
AUTOMATIC DATA PROCESSING INC,0.001393530972
STARBUCKS CORP,0.001393533513
CHUBB LTD,0.001389786045
ANALOG DEVICES INC,0.00138931034
AIRBUS GROUP,0.001366268075
MARSH & MCLENNAN INC,0.001365204971
PROLOGIS REIT INC,0.001353952669
BOEING,0.001350733873
KLA CORP,0.001343488997
FISERV INC,0.001331988472
MONDELEZ INTERNATIONAL INC CLASS A,0.001329748859
REGENERON PHARMACEUTICALS INC,0.001319630269
UBS GROUP AG,0.001307311228
PALO ALTO NETWORKS INC,0.00129592505
BRISTOL MYERS SQUIBB,0.001295055323
KEYENCE CORP,0.001258683326
CSL LTD,0.001245697794
CHIPOTLE MEXICAN GRILL INC,0.001226145413
CVS HEALTH CORP,0.001219173749
BLACKSTONE INC,0.001218756691
SHOPIFY SUBORDINATE VOTING INC CLA,0.001213518844
SYNOPSYS INC,0.001213151513
CANADIAN NATURAL RESOURCES LTD,0.001204140161
WASTE MANAGEMENT INC,0.001198420497
T MOBILE US INC,0.001191020057
GLAXOSMITHKLINE,0.001172366491
BANCO SANTANDER SA,0.00116817533
GILEAD SCIENCES INC,0.00115190227
RIO TINTO PLC,0.001135875942
AMERICAN TOWER REIT CORP,0.001131925491
RELX PLC,0.001130893279
HITACHI LTD,0.001130058861
SOUTHERN,0.00112321698
AIA GROUP LTD,0.001111006817
HERMES INTERNATIONAL,0.001108646118
ABB LTD,0.001095931695
MARATHON PETROLEUM CORP,0.001088962805
CADENCE DESIGN SYSTEMS INC,0.001082920907
EOG RESOURCES INC,0.001082156681
COMPAGNIE FINANCIERE RICHEMONT SA,0.001072394898
INTERCONTINENTAL EXCHANGE INC,0.001069850332
PDD HOLDINGS ADS INC,0.0010691179
DIAGEO PLC,0.001067749664
CME GROUP INC CLASS A,0.001065364534
SAFRAN SA,0.001063168099
DUKE ENERGY CORP,0.001062757938
IBERDROLA SA,0.001061550914
ENBRIDGE INC,0.00106061756
TARGET CORP,0.001060066788
ALTRIA GROUP INC,0.001055195725
ICICI BANK LTD,0.001053085911
ILLINOIS TOOL INC,0.001052999945
MITSUBISHI CORP,0.001050823372
BNP PARIBAS SA,0.001048993919
MEITUAN,0.001046781984
CANADIAN PACIFIC KANSAS CITY LTD,0.001045753499
MCKESSON CORP,0.001044412491
SHERWIN WILLIAMS,0.00104164695
DEUTSCHE TELEKOM N AG,0.00104157281
ZOETIS INC CLASS A,0.001026866704
SUMITOMO MITSUI FINANCIAL GROUP IN,0.001022342417
AIRBNB INC CLASS A,0.00100953998
FREEPORT MCMORAN INC,0.001008430795
SK HYNIX INC,0.001005106616
BANCO BILBAO VIZCAYA ARGENTARIA SA,0.001001508788
AMPHENOL CORP CLASS A,0.0009929363096
SCHLUMBERGER NV,0.0009879995829
NORTHROP GRUMMAN CORP,0.0009870445412
ARISTA NETWORKS INC,0.000986961611
TRANSDIGM GROUP INC,0.0009840899828
PARKER-HANNIFIN CORP,0.0009820514069
COLGATE-PALMOLIVE,0.0009806962904
CROWDSTRIKE HOLDINGS INC CLASS A,0.0009763920886
CANADIAN NATIONAL RAILWAY,0.0009759202868
ZURICH INSURANCE GROUP AG,0.0009744178216
EQUINIX REIT INC,0.0009682938898
TRANE TECHNOLOGIES PLC,0.0009629037872
NATIONAL AUSTRALIA BANK LTD,0.0009561378705
PHILLIPS,0.0009561401985
CSX CORP,0.000955939852
PAYPAL HOLDINGS INC,0.0009499712876
SHIN ETSU CHEMICAL LTD,0.0009425272809
BECTON DICKINSON,0.0009347765475
AXA SA,0.0009303515272
BANK OF MONTREAL,0.0009273283088
GENERAL DYNAMICS CORP,0.0009156366098
CINTAS CORP,0.000908570463
MERCADOLIBRE INC,0.0009002629745
US BANCORP,0.0008992424335
MERCEDES-BENZ GROUP N AG,0.0008989986255
FEDEX CORP,0.0008946446316
OREILLY AUTOMOTIVE INC,0.0008883340503
MITSUI LTD,0.0008867870523
PIONEER NATURAL RESOURCE,0.0008830245272
VINCI SA,0.0008739574633
HCA HEALTHCARE INC,0.0008736716699
PNC FINANCIAL SERVICES GROUP INC,0.0008708497491
RECRUIT HOLDINGS LTD,0.0008668941665
MOODYS CORP,0.0008665712746
NXP SEMICONDUCTORS NV,0.0008659908848
EMERSON ELECTRIC,0.0008658918695
GENERAL MOTORS,0.0008597291367
MARRIOTT INTERNATIONAL INC CLASS A,0.0008588447769
CONSTELLATION ENERGY CORP,0.0008587091867
ESSILORLUXOTTICA SA,0.0008586194467
BRITISH AMERICAN TOBACCO,0.0008502095897
MARVELL TECHNOLOGY INC,0.0008479845457
HON HAI PRECISION INDUSTRY LTD,0.000846602954
MUENCHENER RUECKVERSICHERUNGS-GESE,0.0008437582173
GLENCORE PLC,0.000835513066
CHINA CONSTRUCTION BANK CORP H,0.0008336565887
DAIICHI SANKYO LTD,0.0008309150481
PACCAR INC,0.0008300862968
VALERO ENERGY CORP,0.0008295482727
UNICREDIT,0.0008258298112
INTESA SANPAOLO,0.0008225199912
CRH PUBLIC LIMITED PLC,0.0008164988654
MOTOROLA SOLUTIONS INC,0.0008151135978
WESTPAC BANKING CORPORATION CORP,0.0008026723467
AON PLC CLASS A,0.0008014989098
INFOSYS LTD,0.0007961284115
ING GROEP NV,0.0007956526688
ECOLAB INC,0.0007950098056
CONSTELLATION SOFTWARE INC,0.0007889586856
BANK OF NOVA SCOTIA,0.0007870402664
BROOKFIELD CORP CLASS A,0.0007830687204
HILTON WORLDWIDE HOLDINGS INC,0.000782433754
ROPER TECHNOLOGIES INC,0.0007802848844
CAPITAL ONE FINANCIAL CORP,0.0007749535443
NORFOLK SOUTHERN CORP,0.0007702520821
KKR AND CO INC,0.000768361431
TOKIO MARINE HOLDINGS INC,0.000766862969
AUTOZONE INC,0.0007564928537
FERRARI NV,0.0007544331497
ARTHUR J GALLAGHER,0.0007399407175
BAE SYSTEMS PLC,0.0007391563487
EDWARDS LIFESCIENCES CORP,0.0007370264694
ANZ GROUP HOLDINGS LTD,0.0007363782801
ANHEUSER-BUSCH INBEV SA,0.0007351905585
HDFC BANK LTD,0.0007326456457
WORKDAY INC CLASS A,0.0007299644838
STELLANTIS NV,0.0007281413211
AMERICAN INTERNATIONAL GROUP INC,0.0007277661309
AIR PRODUCTS AND CHEMICALS INC,0.0007247114991
WELLTOWER INC,0.0007200466418
PROSUS NV,0.0007194992021
SUNCOR ENERGY INC,0.0007193023985
HONDA MOTOR LTD,0.0007174755677
INDUSTRIA DE DISENO TEXTIL INDITEX,0.0007098678804
ENEL,0.0007078987197
3M,0.0007065620559
ITOCHU CORP,0.0007046832018
TRUIST FINANCIAL CORP,0.0007043028865
SOFTBANK GROUP CORP,0.000703292627
MICROCHIP TECHNOLOGY INC,0.0007005004006
FORD MOTOR CO,0.0006988342927
ATLAS COPCO CLASS A,0.0006987685429
DBS GROUP HOLDINGS LTD,0.000691877347
CARRIER GLOBAL CORP,0.000690900268
FAST RETAILING LTD,0.0006883625412
NINTENDO LTD,0.0006864009172
MEDIATEK INC,0.0006857283848
NEWMONT,0.0006815162516
DEXCOM INC,0.0006732917524
WESFARMERS LTD,0.0006732979461
BASF N,0.0006731950288
NATIONAL GRID PLC,0.0006685161233
COPART INC,0.0006661658241
UNITED RENTALS INC,0.0006637296238
WILLIAMS INC,0.0006625650143
TRAVELERS COMPANIES INC,0.0006617762416
AFLAC INC,0.0006592527584
LONDON STOCK EXCHANGE GROUP PLC,0.0006571264654
COMPASS GROUP PLC,0.0006552104287
ONEOK INC,0.0006550127046
AUTODESK INC,0.0006539555632
METLIFE INC,0.0006440480206
ALIMENTATION COUCHE TARD INC,0.000642900587
IQVIA HOLDINGS INC,0.0006413405971
SIMON PROPERTY GROUP REIT INC,0.0006403385444
INFINEON TECHNOLOGIES AG,0.0006386417845
CANADIAN IMPERIAL BANK OF COMMERCE,0.000636402227
KIMBERLY CLARK CORP,0.0006354462497
ROSS STORES INC,0.000634992875
D R HORTON INC,0.0006315036089
ROLLS-ROYCE HOLDINGS PLC,0.0006314845518
BANK OF NEW YORK MELLON CORP,0.0006287868806
OCCIDENTAL PETROLEUM CORP,0.0006274211482
LLOYDS BANKING GROUP PLC,0.0006236265991
HESS CORP,0.0006234949765
SNOWFLAKE CLASS A,0.0006215503659
INVESTOR CLASS B,0.0006213566032
APOLLO GLOBAL MANAGEMENT INC,0.0006206847459
ALLSTATE CORP,0.0006198598632
SEMPRA,0.0006197313761
MACQUARIE GROUP LTD DEF,0.0006195381978
MIZUHO FINANCIAL GROUP INC,0.0006167698437
REALTY INCOME REIT CORP,0.0006165908678
FERGUSON PLC,0.0006158367854
AMERICAN ELECTRIC POWER INC,0.0006146670902
TE CONNECTIVITY LTD,0.0006128763477
HOLCIM LTD AG,0.0006114952647
JOHNSON CONTROLS INTERNATIONAL PLC,0.0006107175493
SUPER MICRO COMPUTER INC,0.0006102921341
MANULIFE FINANCIAL CORP,0.0006100395217
LONZA GROUP AG,0.0006066289143
SIKA AG,0.000606096558
LULULEMON ATHLETICA INC,0.0006040406074
DIGITAL REALTY TRUST REIT INC,0.0006032715986
NUCOR CORP,0.0006028754235
HONG KONG EXCHANGES AND CLEARING L,0.000601746732
REPUBLIC SERVICES INC,0.0006014444132
CONSTELLATION BRANDS INC CLASS A,0.0006007886539
WW GRAINGER INC,0.0005997122161
AMERIPRISE FINANCE INC,0.0005949076919
WASTE CONNECTIONS INC,0.0005941669737
PALANTIR TECHNOLOGIES INC CLASS A,0.0005924671784
FORTINET INC,0.0005918787818
DOMINION ENERGY INC,0.0005879346705
TAKEDA PHARMACEUTICAL LTD,0.0005860471204
BLOCK INC CLASS A,0.0005850422444
PRUDENTIAL FINANCIAL INC,0.0005843030907
AL RAJHI BANK,0.0005831415994
TATA CONSULTANCY SERVICES LTD,0.0005828709294
GE VERNOVA INC,0.0005823147827
COINBASE GLOBAL INC CLASS A,0.0005807084435
HOYA CORP,0.0005801773833
KDDI CORP,0.0005790351434
AGILENT TECHNOLOGIES INC,0.0005777407356
CROWN CASTLE INC,0.0005773819401
JPY CASH,0.0005752559693
FIDELITY NATIONAL INFORMATION SERV,0.0005750871887
L3HARRIS TECHNOLOGIES INC,0.0005735158621
DEUTSCHE POST AG,0.0005734205917
CUMMINS INC,0.0005731700573
CENCORA INC,0.0005724616581
GIVAUDAN SA,0.0005714477839
IDEXX LABORATORIES INC,0.0005710456633
CIA VALE DO RIO DOCE SH,0.0005683583699
MONSTER BEVERAGE CORP,0.0005678931575
VOLVO CLASS B,0.0005676273005
PUBLIC STORAGE REIT,0.0005665490617
PETROLEO BRASILEIRO PREF SA,0.0005660213565
FASTENAL,0.000565286044
SAMSUNG ELECTRONICS NON VOTING PRE,0.0005643349504
MSCI INC,0.0005631853736
GENERAL MILLS INC,0.000562895385
YUM BRANDS INC,0.0005621607993
CENTENE CORP,0.0005598067001
DANONE SA,0.0005589482751
DOW INC,0.0005562271975
KINDER MORGAN INC,0.0005561453636
ALCON AG,0.0005551309284
BARCLAYS PLC,0.0005549736181
WOLTERS KLUWER NV,0.0005545333115
AMETEK INC,0.000554201437
ADIDAS N AG,0.0005467517207
KROGER,0.000541604583
EXPERIAN PLC,0.0005412394891
BHARTI AIRTEL LTD,0.0005411405344
OVERSEA-CHINESE BANKING LTD,0.0005395627018
SYSCO CORP,0.0005391690968
PAYCHEX INC,0.0005375713483
3I GROUP PLC,0.0005370202583
HUMANA INC,0.000537041014
OLD DOMINION FREIGHT LINE INC,0.0005369009759
NASPERS LIMITED N LTD,0.0005363379642
CORTEVA INC,0.0005362612249
ENI,0.0005361265219
ANGLO AMERICAN PLC,0.0005347844519
QUANTA SERVICES INC,0.0005315298353
DAIKIN INDUSTRIES LTD,0.0005308671393
RECKITT BENCKISER GROUP PLC,0.0005293893149
CHENIERE ENERGY INC,0.0005284674954
TRADE DESK INC CLASS A,0.0005283094393
NORDEA BANK,0.0005259910806
NETEASE INC,0.0005238699573
COMPAGNIE DE SAINT GOBAIN SA,0.0005226123286
TC ENERGY CORP,0.0005216811998
KEURIG DR PEPPER INC,0.0005181094704
LENNAR A CORP,0.0005176684459
COSTAR GROUP INC,0.0005164709002
OTIS WORLDWIDE CORP,0.0005162099213
ARCH CAPITAL GROUP LTD,0.0005156750683
CAPGEMINI,0.0005141819792
AXIS BANK LTD,0.0005126377939
ASHTEAD GROUP PLC,0.000510980062
EUR CASH,0.0005110007849
DATADOG INC CLASS A,0.0005104408608
INGERSOLL RAND INC,0.0005094957228
EXELON CORP,0.0005076072811
MARTIN MARIETTA MATERIALS INC,0.0005069721378
DEUTSCHE BOERSE AG,0.0005062586039
DIAMONDBACK ENERGY INC,0.0005007691176
WOODSIDE ENERGY GROUP LTD,0.0004995964254
CHF CASH,0.0004985842113
GE HEALTHCARE TECHNOLOGIES INC,0.0004961839603
BMW AG,0.0004952787931
ASM INTERNATIONAL NV,0.0004948033676
VERTIV HOLDINGS CLASS A,0.0004915789712
MODERNA INC,0.0004901823045
GARTNER INC,0.0004867912674
DEUTSCHE BANK AG,0.0004849481777
ROYAL CARIBBEAN GROUP LTD,0.0004828133513
CDW CORP,0.0004792450953
DOORDASH INC CLASS A,0.0004785133168
ESTEE LAUDER INC CLASS A,0.0004781589992
VULCAN MATERIALS,0.0004779433907
COGNIZANT TECHNOLOGY SOLUTIONS COR,0.0004773616625
HALLIBURTON,0.0004761443707
JD.COM CLASS A INC,0.0004754269377
GOODMAN GROUP UNITS,0.0004751055979
XIAOMI CORP,0.0004750311277
BANK CENTRAL ASIA,0.0004734360624
DEVON ENERGY CORP,0.000472955362
BANK OF CHINA LTD H,0.0004715198643
PUBLIC SERVICE ENTERPRISE GROUP IN,0.0004697319835
DUPONT DE NEMOURS INC,0.0004654267332
PG&E CORP,0.0004654321522
GLOBAL PAYMENTS INC,0.0004620249715
DISCOVER FINANCIAL SERVICES,0.000461665768
SOFTBANK CORP,0.0004616442115
DENSO CORP,0.0004612519116
ELECTRONIC ARTS INC,0.0004600327031
ORIENTAL LAND LTD,0.0004571616437
VERISK ANALYTICS INC,0.0004552613928
MONOLITHIC POWER SYSTEMS INC,0.0004539085047
ARCHER DANIELS MIDLAND,0.0004479207102
BAKER HUGHES CLASS A,0.0004477637711
PERNOD RICARD SA,0.0004468011265
JAPAN TOBACCO INC,0.0004463703746
DOLLAR GENERAL CORP,0.0004441002869
KRAFT HEINZ,0.0004418125452
CONSOLIDATED EDISON INC,0.0004415646244
RESMED INC,0.0004399035861
PETROLEO BRASILEIRO SA PETROBRAS,0.0004397972683
KENVUE INC,0.0004393958946
SWISS RE AG,0.0004387621465
FLUTTER ENTERTAINMENT PLC,0.0004377054286
ROCKWELL AUTOMATION INC,0.0004365933738
VEEVA SYSTEMS INC CLASS A,0.0004363681448
THE SAUDI NATIONAL BANK,0.0004348529037
XYLEM INC,0.0004333551824
INTACT FINANCIAL CORP,0.0004329686628
AGNICO EAGLE MINES LTD,0.0004326334067
ON SEMICONDUCTOR CORP,0.0004311070024
DELL TECHNOLOGIES INC CLASS C,0.0004291183911
SMC (JAPAN) CORP,0.000428499339
ENGIE SA,0.0004279073554
HARTFORD FINANCIAL SERVICES GROUP,0.0004270014836
BIOGEN INC,0.0004268656875
ANSYS INC,0.0004240016617
BARRICK GOLD CORP,0.000422957978
MURATA MANUFACTURING LTD,0.0004229446472
PPG INDUSTRIES INC,0.0004225536451
SUN LIFE FINANCIAL INC,0.000422148434
ITAU UNIBANCO HOLDING PREF SA,0.0004212650231
NIPPON TELEGRAPH AND TELEPHONE COR,0.0004210199863
MITSUBISHI ELECTRIC CORP,0.0004205918023
E.ON N,0.0004198055185
TRACTOR SUPPLY,0.0004176764995
PARTNERS GROUP HOLDING AG,0.000417439492
HYUNDAI MOTOR,0.0004138251621
CENOVUS ENERGY INC,0.0004128896389
INDUSTRIAL AND COMMERCIAL BANK OF,0.0004127016732
XCEL ENERGY INC,0.0004108747471
HUBSPOT INC,0.0004084334406
METTLER TOLEDO INC,0.0004083989233
HALEON PLC,0.0004077958668
VOLKSWAGEN NON-VOTING PREF AG,0.0004077769878
LEGRAND SA,0.0004074553926
KONINKLIJKE AHOLD DELHAIZE NV,0.0004061212478
NATIONAL BANK OF CANADA,0.0004047563935
RIO TINTO LTD,0.0004046789964
FAIR ISAAC CORP,0.0004044486634
BLK CSH FND TREASURY SL AGENCY,0.0004034924864
WILLIS TOWERS WATSON PLC,0.0004023721408
LARSEN AND TOUBRO LTD,0.0003992171752
PING AN INSURANCE (GROUP) CO OF CH,0.0003988195693
VICI PPTYS INC,0.0003983777723
BAYER AG,0.0003982753024
ADYEN NV,0.000396213044
EQUIFAX INC,0.0003960680722
WESTINGHOUSE AIR BRAKE TECHNOLOGIE,0.0003955389961
SEVEN & I HOLDINGS LTD,0.0003942564933
AMADEUS IT GROUP SA,0.0003941524691
DISCO CORP,0.0003939957565
BYD LTD H,0.0003933411731
HEINEKEN NV,0.0003932724019
VISTRA CORP,0.0003931066789
BAIDU CLASS A INC,0.000391092436
ATLASSIAN CORP CLASS A,0.0003905868516
DSV,0.0003904678213
FUJITSU LTD,0.0003901707023
MICHELIN,0.0003891928251
EBAY INC,0.0003881382516
UNITED OVERSEAS BANK LTD,0.0003880403226
HERSHEY FOODS,0.0003873404184
MONGODB INC CLASS A,0.0003847373542
MITSUBISHI HEAVY INDUSTRIES LTD,0.0003842210742
GPO FINANCE BANORTE,0.0003839784895
STMICROELECTRONICS NV,0.000383676617
FANUC CORP,0.0003834184981
TRIP.COM GROUP LTD,0.0003830830189
ASSA ABLOY B,0.0003829155295
EXTRA SPACE STORAGE REIT INC,0.0003825872541
DASSAULT SYSTEMES,0.0003805561046
LYONDELLBASELL INDUSTRIES NV CLASS,0.0003766587729
FORTESCUE LTD,0.0003757845533
HP INC,0.0003734768752
ADVANTEST CORP,0.0003729932557
GBP CASH,0.0003725556634
CANON INC,0.0003724868198
CBRE GROUP INC CLASS A,0.000372476949
HOWMET AEROSPACE INC,0.0003716942064
PUBLICIS GROUPE SA,0.0003714857711
WEST PHARMACEUTICAL SERVICES INC,0.0003715205226
CHURCH AND DWIGHT INC,0.0003707684778
KERING SA,0.0003701081476
RAYMOND JAMES INC,0.0003695586715
PULTEGROUP INC,0.0003687202497
DOLLAR TREE INC,0.0003672705585
FORTIVE CORP,0.0003669942814
KEYSIGHT TECHNOLOGIES INC,0.0003664204065
DOVER CORP,0.0003663138784
VESTAS WIND SYSTEMS,0.0003661298586
CARDINAL HEALTH INC,0.0003659829984
SUMITOMO CORP,0.0003654453405
CLOUDFLARE INC CLASS A,0.0003638274937
DOLLARAMA INC,0.0003624420541
AVALONBAY COMMUNITIES REIT INC,0.0003611933144
NVR INC,0.0003570695105
TESCO PLC,0.0003569486698
THOMSON REUTERS CORP,0.0003566393641
NUTRIEN LTD,0.000356299403
EDISON INTERNATIONAL,0.0003553820236
M&T BANK CORP,0.0003550474065
WEC ENERGY GROUP INC,0.0003544438268
T ROWE PRICE GROUP INC,0.0003543557191
CHARTER COMMUNICATIONS INC CLASS A,0.0003527646291
BUILDERS FIRSTSOURCE INC,0.0003524346418
TELEFONICA SA,0.0003515134746
BRIDGESTONE CORP,0.0003502870194
FIFTH THIRD BANCORP,0.0003499172605
FOMENTO ECONOMICO MEXICANO,0.0003499256087
PRUDENTIAL PLC,0.000349626003
MARUBENI CORP,0.0003482531379
BROADRIDGE FINANCIAL SOLUTIONS INC,0.0003475292723
RENESAS ELECTRONICS CORP,0.0003475830804
WHEATON PRECIOUS METALS CORP,0.0003453304793
ASSICURAZIONI GENERALI,0.0003432668595
WOOLWORTHS GROUP LTD,0.0003429482786
ZIMMER BIOMET HOLDINGS INC,0.0003428566902
EQUINOR,0.000341894266
MITSUI FUDOSAN LTD,0.0003417214026
STATE STREET CORP,0.0003417955345
GENUINE PARTS,0.0003402317796
TRANSURBAN GROUP STAPLED UNITS,0.0003391078705
ORIX CORP,0.0003384258374
KOMATSU LTD,0.0003372241499
TARGA RESOURCES CORP,0.0003373165965
AMERICAN WATER WORKS INC,0.0003363440382
UNIVERSAL MUSIC GROUP NV,0.0003350764084
RHEINMETALL AG,0.0003345434338
TAKE TWO INTERACTIVE SOFTWARE INC,0.0003321952261
CORNING INC,0.0003319846024
MS&AD INSURANCE GROUP HOLDINGS INC,0.0003319954283
NETAPP INC,0.0003313787582
SEA ADS REPRESENTING LTD CLASS A,0.0003313002786
IRON MOUNTAIN INC,0.0003296433793
DAIMLER TRUCK HOLDING E AG,0.0003294109865
HEXAGON CLASS B,0.0003283829912
MAHINDRA AND MAHINDRA LTD,0.0003268079775
STEEL DYNAMICS INC,0.0003259221746
FAIRFAX FINANCIAL HOLDINGS SUB VOT,0.0003249899544
FUJIFILM HOLDINGS CORP,0.0003229049579
INVITATION HOMES INC,0.0003210033329
FRANCO NEVADA CORP,0.0003203329733
EQUITY RESIDENTIAL REIT,0.000319748754
BAJAJ FINANCE LTD,0.0003187697983
TECK RESOURCES SUBORDINATE VOTING,0.0003187173409
DAI-ICHI LIFE HOLDINGS INC,0.0003168860449
CAIXABANK SA,0.0003159527662
GRUPO MEXICO B,0.0003147367334
ALIGN TECHNOLOGY INC,0.0003145042355
SBA COMMUNICATIONS REIT CORP CLASS,0.0003145032782
TATA MOTORS LTD,0.0003134874238
QUANTA COMPUTER INC,0.0003130833726
WESTERN DIGITAL CORP,0.0003129883003
HEWLETT PACKARD ENTERPRISE,0.0003112615673
SANDVIK,0.0003104100011
ARGENX,0.0003099753017
KUWAIT FINANCE HOUSE,0.0003094795775
TERUMO CORP,0.0003094513981
NASDAQ INC,0.0003093911464
DECKERS OUTDOOR CORP,0.0003090665614
GARMIN LTD,0.0003085735754
BALL CORP,0.0003083914
KIA CORPORATION CORP,0.0003082062448
HINDUSTAN UNILEVER LTD,0.0003080409398
CGI INC,0.0003069016901
WEYERHAEUSER REIT,0.0003067152616
HUBBELL INC,0.0003058042835
PTC INC,0.0003042099038
ARES MANAGEMENT CORP CLASS A,0.0003039894784
EVERSOURCE ENERGY,0.0003020302213
MERCK,0.0003018208883
SSE PLC,0.0003001470901
COTERRA ENERGY INC,0.0002999589658
VEOLIA ENVIRON. SA,0.0002999663928
EVOLUTION,0.0002994833038
SWISS LIFE HOLDING AG,0.0002992027457
INTERNATIONAL FLAVORS & FRAGRANCES,0.0002988548222
STERIS,0.0002987555931
VERALTO CORP,0.0002981826728
CORPAY INC,0.0002974238175
ALEXANDRIA REAL ESTATE EQUITIES RE,0.0002966727293
RESTAURANTS BRANDS INTERNATIONAL I,0.0002962455665
RWE AG,0.0002959652239
SAUDI ARABIAN OIL,0.0002959943621
ATLAS COPCO CLASS B,0.0002957441272
HUNTINGTON BANCSHARES INC,0.0002951834185
DTE ENERGY,0.0002951071873
AXON ENTERPRISE INC,0.0002948819762
SAUDI ARABIAN MINING,0.0002943837888
ENTERGY CORP,0.000294011117
IMPERIAL BRANDS PLC,0.0002936398477
NOVOZYMES B,0.0002924862994
CAMECO CORP,0.0002916541192
KOTAK MAHINDRA BANK LTD,0.0002905119689
MARUTI SUZUKI INDIA LTD,0.0002897995648
